17,NACK,4,device_one,2017-03-01 08:07:57.625959
17,NACK,4,device_one,2017-03-01 08:19:37.274321
17,NACK,4,device_one,2017-03-01 08:20:21.336561
17,NACK,4,device_one,2017-03-01 08:20:47.473747
17,NACK,4,device_one,2017-03-01 08:23:07.760719
17,NACK,4,device_one,2017-03-07 18:16:22.552735
17,NACK,1,device_one,2017-03-08 10:15:17.085941
17,NACK,2,device_one,2017-03-08 10:15:33.798064
17,NACK,2,device_one,2017-03-08 10:16:53.578154
17,NACK,4,device_two,2017-03-08 10:25:08.201307
13,NACK,1,Aarron,2017-03-20 15:18:54.629057
13,NACK,1,Aarron,2017-03-20 20:11:50.236773
13,NACK,2,Aarron,2017-03-22 17:32:36.949000
9,NACK,4,Hi,2017-03-25 10:31:27.579404
9,NACK,4,Hi,2017-03-25 10:40:23.423829
